Id,Prediction
2270,neutral
2271,neutral
2272,neutral
2273,positive
2274,negative
2275,neutral
2276,neutral
2277,neutral
2278,negative
2279,positive
2280,negative
2281,negative
2282,positive
2283,negative
2284,neutral
2285,neutral
2286,positive
2287,positive
2288,positive
2289,neutral
2290,neutral
2291,neutral
2292,neutral
2293,negative
2294,negative
2295,negative
2296,neutral
2297,positive
2298,neutral
2299,neutral
2300,neutral
2301,neutral
2302,negative
2303,neutral
2304,positive
2305,positive
2306,neutral
2307,neutral
2308,negative
2309,neutral
2310,neutral
2311,neutral
2312,neutral
2313,negative
2314,neutral
2315,neutral
2316,positive
2317,neutral
2318,negative
2319,negative
2320,negative
2321,positive
2322,neutral
2323,negative
2324,positive
2325,neutral
2326,positive
2327,negative
2328,negative
2329,neutral
2330,neutral
2331,negative
2332,neutral
2333,positive
2334,neutral
2335,neutral
2336,positive
2337,neutral
2338,positive
2339,negative
2340,neutral
2341,neutral
2342,neutral
2343,neutral
2344,neutral
2345,positive
2346,positive
2347,negative
2348,positive
2349,neutral
2350,neutral
2351,positive
2352,neutral
2353,negative
2354,neutral
2355,neutral
2356,neutral
2357,negative
2358,positive
2359,neutral
2360,neutral
2361,positive
2362,negative
2363,neutral
2364,positive
2365,positive
2366,neutral
2367,neutral
2368,neutral
2369,positive
2370,neutral
2371,negative
2372,positive
2373,positive
2374,negative
2375,neutral
2376,neutral
2377,positive
2378,neutral
2379,neutral
2380,neutral
2381,positive
2382,positive
2383,neutral
2384,positive
2385,neutral
2386,neutral
2387,positive
2388,positive
2389,neutral
2390,neutral
2391,positive
2392,positive
2393,neutral
2394,neutral
2395,positive
2396,neutral
2397,positive
2398,neutral
2399,positive
2400,neutral
2401,neutral
2402,neutral
2403,negative
2404,negative
2405,neutral
2406,negative
2407,positive
2408,negative
2409,neutral
2410,neutral
2411,neutral
2412,positive
2413,neutral
2414,neutral
2415,negative
2416,neutral
2417,neutral
2418,neutral
2419,negative
2420,neutral
2421,neutral
2422,positive
2423,positive
2424,neutral
2425,negative
2426,negative
2427,positive
2428,positive
2429,neutral
2430,neutral
2431,neutral
2432,negative
2433,neutral
2434,neutral
2435,negative
2436,neutral
2437,neutral
2438,neutral
2439,positive
2440,positive
2441,negative
2442,negative
2443,positive
2444,neutral
2445,positive
2446,neutral
2447,positive
2448,neutral
2449,negative
2450,positive
2451,neutral
2452,negative
2453,neutral
2454,neutral
2455,neutral
2456,positive
2457,negative
2458,neutral
2459,negative
2460,neutral
2461,neutral
2462,neutral
2463,negative
2464,negative
2465,positive
2466,neutral
2467,neutral
2468,negative
2469,negative
2470,neutral
2471,neutral
2472,negative
2473,neutral
2474,positive
2475,neutral
2476,neutral
2477,negative
2478,neutral
2479,neutral
2480,positive
2481,positive
2482,neutral
2483,neutral
2484,neutral
2485,neutral
2486,neutral
2487,neutral
2488,positive
2489,neutral
2490,positive
2491,negative
2492,positive
2493,negative
2494,neutral
2495,negative
2496,negative
2497,negative
2498,neutral
2499,neutral
2500,negative
2501,negative
2502,positive
2503,neutral
2504,neutral
2505,neutral
2506,neutral
2507,positive
2508,neutral
2509,neutral
2510,neutral
2511,negative
2512,negative
2513,neutral
2514,positive
2515,neutral
2516,neutral
2517,positive
2518,neutral
2519,positive
2520,positive
2521,negative
2522,neutral
2523,negative
2524,negative
2525,negative
2526,neutral
2527,neutral
2528,negative
2529,neutral
2530,negative
2531,negative
2532,neutral
2533,neutral
2534,positive
2535,negative
2536,neutral
2537,positive
2538,neutral
2539,neutral
2540,neutral
2541,neutral
2542,neutral
2543,neutral
2544,negative
2545,neutral
2546,neutral
2547,negative
2548,neutral
2549,negative
2550,neutral
2551,neutral
2552,positive
2553,positive
2554,neutral
2555,negative
2556,neutral
2557,positive
2558,neutral
2559,neutral
2560,neutral
2561,positive
2562,neutral
2563,neutral
2564,neutral
2565,neutral
2566,positive
2567,neutral
2568,negative
2569,positive
2570,neutral
2571,neutral
2572,positive
2573,neutral
2574,positive
2575,neutral
2576,negative
2577,neutral
2578,neutral
2579,neutral
2580,neutral
2581,neutral
2582,neutral
2583,positive
2584,neutral
2585,neutral
2586,negative
2587,positive
2588,neutral
2589,negative
2590,neutral
2591,neutral
2592,neutral
2593,neutral
2594,neutral
2595,neutral
2596,neutral
2597,positive
2598,negative
2599,negative
2600,neutral
2601,positive
2602,neutral
2603,neutral
2604,neutral
2605,neutral
2606,positive
2607,neutral
2608,neutral
2609,negative
2610,positive
2611,neutral
2612,positive
2613,neutral
2614,positive
2615,neutral
2616,negative
2617,neutral
2618,neutral
2619,positive
2620,negative
2621,neutral
2622,neutral
2623,neutral
2624,neutral
2625,neutral
2626,neutral
2627,neutral
2628,neutral
2629,negative
2630,neutral
2631,neutral
2632,neutral
2633,neutral
2634,positive
2635,negative
2636,neutral
2637,neutral
2638,neutral
2639,positive
2640,neutral
2641,neutral
2642,positive
2643,positive
2644,neutral
2645,positive
2646,neutral
2647,negative
2648,neutral
2649,neutral
2650,neutral
2651,negative
2652,neutral
2653,positive
2654,positive
2655,neutral
2656,neutral
2657,neutral
2658,positive
2659,neutral
2660,neutral
2661,neutral
2662,neutral
2663,positive
2664,neutral
2665,neutral
2666,neutral
2667,neutral
2668,neutral
2669,neutral
2670,neutral
2671,neutral
2672,neutral
2673,positive
2674,neutral
2675,neutral
2676,negative
2677,neutral
2678,neutral
2679,neutral
2680,neutral
2681,negative
2682,neutral
2683,neutral
2684,positive
2685,positive
2686,neutral
2687,negative
2688,positive
2689,neutral
2690,neutral
2691,neutral
2692,neutral
2693,neutral
2694,negative
2695,neutral
2696,neutral
2697,negative
2698,neutral
2699,neutral
2700,neutral
2701,neutral
2702,neutral
2703,neutral
2704,neutral
2705,positive
2706,neutral
2707,neutral
2708,neutral
2709,neutral
2710,positive
2711,neutral
2712,positive
2713,neutral
2714,positive
2715,neutral
2716,neutral
2717,positive
2718,neutral
2719,negative
2720,neutral
2721,neutral
2722,neutral
2723,neutral
2724,neutral
2725,neutral
2726,negative
2727,positive
2728,neutral
2729,neutral
2730,neutral
2731,neutral
2732,neutral
2733,neutral
2734,neutral
2735,positive
2736,neutral
2737,neutral
2738,neutral
2739,positive
2740,neutral
2741,positive
2742,neutral
2743,negative
2744,neutral
2745,neutral
2746,positive
2747,negative
2748,neutral
2749,neutral
2750,neutral
2751,neutral
2752,neutral
2753,negative
2754,positive
2755,positive
2756,negative
2757,positive
2758,neutral
2759,neutral
2760,neutral
2761,neutral
2762,neutral
2763,neutral
2764,neutral
2765,neutral
2766,neutral
2767,positive
2768,neutral
2769,neutral
2770,neutral
2771,negative
2772,neutral
2773,positive
2774,neutral
2775,neutral
2776,neutral
2777,negative
2778,negative
2779,neutral
2780,neutral
2781,neutral
2782,positive
2783,neutral
2784,negative
2785,positive
2786,neutral
2787,neutral
2788,neutral
2789,neutral
2790,negative
2791,neutral
2792,neutral
2793,neutral
2794,neutral
2795,positive
2796,neutral
2797,neutral
2798,neutral
2799,negative
2800,neutral
2801,neutral
2802,neutral
2803,negative
2804,positive
2805,neutral
2806,positive
2807,neutral
2808,negative
2809,neutral
2810,negative
2811,neutral
2812,neutral
2813,positive
2814,neutral
2815,negative
2816,neutral
2817,negative
2818,neutral
2819,positive
2820,neutral
2821,neutral
2822,neutral
2823,neutral
2824,neutral
2825,neutral
2826,neutral
2827,neutral
2828,neutral
2829,neutral
2830,neutral
2831,negative
2832,positive
2833,negative
2834,neutral
2835,neutral
2836,neutral
2837,neutral
2838,neutral
2839,negative
2840,positive
2841,neutral
2842,neutral
2843,neutral
2844,negative
2845,negative
2846,neutral
2847,positive
2848,neutral
2849,positive
2850,positive
2851,neutral
2852,negative
2853,negative
2854,neutral
2855,positive
2856,neutral
2857,positive
2858,negative
2859,neutral
2860,negative
2861,neutral
2862,positive
2863,negative
2864,neutral
2865,negative
2866,negative
2867,neutral
2868,neutral
2869,negative
2870,negative
2871,neutral
2872,neutral
2873,negative
2874,neutral
2875,negative
2876,neutral
2877,neutral
2878,negative
2879,negative
2880,neutral
2881,neutral
2882,negative
2883,positive
2884,negative
2885,neutral
2886,neutral
2887,neutral
2888,neutral
2889,neutral
2890,positive
2891,neutral
2892,neutral
2893,neutral
2894,neutral
2895,neutral
2896,neutral
2897,neutral
2898,neutral
2899,positive
2900,neutral
2901,neutral
2902,positive
2903,negative
2904,positive
2905,neutral
2906,neutral
2907,negative
2908,neutral
2909,negative
2910,neutral
2911,neutral
2912,neutral
2913,neutral
2914,positive
2915,negative
2916,neutral
2917,neutral
2918,positive
2919,negative
2920,positive
2921,positive
2922,neutral
2923,negative
2924,neutral
2925,negative
2926,neutral
2927,neutral
2928,neutral
2929,positive
2930,neutral
2931,neutral
2932,neutral
2933,positive
2934,negative
2935,negative
2936,neutral
2937,negative
2938,neutral
2939,negative
2940,neutral
2941,neutral
2942,positive
2943,positive
2944,neutral
2945,positive
2946,neutral
2947,positive
2948,neutral
2949,neutral
2950,positive
2951,neutral
2952,negative
2953,neutral
2954,neutral
2955,neutral
2956,neutral
2957,positive
2958,positive
2959,neutral
2960,negative
2961,neutral
2962,neutral
2963,neutral
2964,neutral
2965,neutral
2966,neutral
2967,neutral
2968,neutral
2969,neutral
2970,neutral
2971,positive
2972,neutral
2973,positive
2974,neutral
2975,neutral
2976,positive
2977,neutral
2978,negative
2979,neutral
2980,positive
2981,positive
2982,neutral
2983,positive
2984,positive
2985,neutral
2986,neutral
2987,neutral
2988,negative
2989,neutral
2990,neutral
2991,positive
2992,negative
2993,negative
2994,neutral
2995,neutral
2996,positive
2997,neutral
2998,positive
2999,neutral
3000,neutral
3001,positive
3002,neutral
3003,neutral
3004,neutral
3005,neutral
3006,positive
3007,neutral
3008,negative
3009,neutral
3010,positive
3011,neutral
3012,positive
3013,negative
3014,neutral
3015,negative
3016,neutral
3017,positive
3018,positive
3019,neutral
3020,negative
3021,neutral
3022,neutral
3023,positive
3024,neutral
3025,neutral
3026,neutral
3027,neutral
3028,neutral
3029,neutral
3030,neutral
3031,neutral
3032,neutral
3033,neutral
3034,neutral
3035,negative
3036,neutral
3037,neutral
3038,positive
3039,neutral
3040,neutral
3041,positive
3042,negative
3043,neutral
3044,negative
3045,neutral
3046,neutral
3047,neutral
3048,negative
3049,neutral
3050,positive
3051,positive
3052,neutral
3053,neutral
3054,negative
3055,positive
3056,negative
3057,neutral
3058,neutral
3059,neutral
3060,negative
3061,neutral
3062,negative
3063,neutral
3064,negative
3065,neutral
3066,positive
3067,neutral
3068,neutral
3069,neutral
3070,positive
3071,neutral
3072,neutral
3073,negative
3074,negative
3075,negative
3076,neutral
3077,neutral
3078,positive
3079,negative
3080,neutral
3081,negative
3082,negative
3083,negative
3084,neutral
3085,neutral
3086,neutral
3087,positive
3088,neutral
3089,negative
3090,negative
3091,positive
3092,neutral
3093,neutral
3094,neutral
3095,positive
3096,negative
3097,negative
3098,negative
3099,neutral
3100,positive
3101,neutral
3102,negative
3103,negative
3104,neutral
3105,negative
3106,neutral
3107,neutral
3108,positive
3109,positive
3110,positive
3111,negative
3112,neutral
3113,neutral
3114,neutral
3115,neutral
3116,positive
3117,neutral
3118,neutral
3119,positive
3120,neutral
3121,neutral
3122,negative
3123,positive
3124,neutral
3125,neutral
3126,neutral
3127,neutral
3128,neutral
3129,neutral
3130,neutral
3131,neutral
3132,neutral
3133,neutral
3134,negative
3135,neutral
3136,neutral
3137,positive
3138,neutral
3139,neutral
3140,positive
3141,neutral
3142,neutral
3143,neutral
3144,neutral
3145,neutral
3146,negative
3147,neutral
3148,neutral
3149,neutral
3150,positive
3151,positive
3152,positive
3153,neutral
3154,negative
3155,negative
3156,positive
3157,negative
3158,neutral
3159,positive
3160,neutral
3161,neutral
3162,positive
3163,positive
3164,negative
3165,neutral
3166,positive
3167,neutral
3168,neutral
3169,neutral
3170,negative
3171,positive
3172,neutral
3173,negative
3174,neutral
3175,negative
3176,negative
3177,neutral
3178,neutral
3179,neutral
3180,neutral
3181,neutral
3182,positive
3183,neutral
3184,negative
3185,neutral
3186,neutral
3187,positive
3188,positive
3189,neutral
3190,neutral
3191,negative
3192,neutral
3193,neutral
3194,neutral
3195,neutral
3196,neutral
3197,neutral
3198,neutral
3199,negative
3200,positive
3201,positive
3202,positive
3203,negative
3204,negative
3205,neutral
3206,neutral
3207,neutral
3208,negative
3209,neutral
3210,neutral
3211,positive
3212,neutral
3213,positive
3214,neutral
3215,positive
3216,negative
3217,neutral
3218,negative
3219,neutral
3220,negative
3221,neutral
3222,neutral
3223,positive
3224,neutral
3225,negative
3226,negative
3227,neutral
3228,positive
3229,neutral
3230,positive
3231,negative
3232,negative
3233,negative
3234,positive
3235,neutral
3236,positive
3237,neutral
3238,neutral
3239,negative
3240,negative
3241,neutral
3242,neutral
3243,positive
3244,neutral
3245,neutral
3246,neutral
3247,positive
3248,neutral
3249,neutral
3250,neutral
3251,positive
3252,positive
3253,neutral
3254,negative
3255,neutral
3256,positive
3257,neutral
3258,neutral
3259,neutral
3260,positive
3261,neutral
3262,positive
3263,negative
3264,neutral
3265,negative
3266,neutral
3267,neutral
3268,negative
3269,neutral
3270,neutral
3271,neutral
3272,neutral
3273,negative
3274,negative
3275,neutral
3276,neutral
3277,negative
3278,neutral
3279,positive
3280,neutral
3281,neutral
3282,positive
3283,negative
3284,positive
3285,neutral
3286,neutral
3287,neutral
3288,neutral
3289,neutral
3290,positive
3291,negative
3292,positive
3293,positive
3294,neutral
3295,positive
3296,neutral
3297,neutral
3298,neutral
3299,neutral
3300,positive
3301,neutral
3302,neutral
3303,negative
3304,negative
3305,positive
3306,positive
3307,neutral
3308,positive
3309,neutral
3310,positive
3311,negative
3312,positive
3313,neutral
3314,neutral
3315,neutral
3316,negative
3317,negative
3318,positive
3319,neutral
3320,negative
3321,neutral
3322,neutral
3323,neutral
3324,neutral
3325,negative
3326,neutral
3327,neutral
3328,neutral
3329,neutral
3330,neutral
3331,positive
3332,positive
3333,neutral
3334,neutral
3335,neutral
3336,neutral
3337,positive
3338,neutral
3339,neutral
3340,neutral
3341,neutral
3342,neutral
3343,neutral
3344,positive
3345,negative
3346,positive
3347,neutral
3348,neutral
3349,neutral
3350,negative
3351,neutral
3352,negative
3353,neutral
3354,negative
3355,positive
3356,neutral
3357,neutral
3358,neutral
3359,positive
3360,negative
3361,negative
3362,neutral
3363,neutral
3364,neutral
3365,positive
3366,positive
3367,neutral
3368,neutral
3369,neutral
3370,neutral
3371,positive
3372,neutral
3373,positive
3374,neutral
3375,neutral
3376,positive
3377,neutral
3378,neutral
3379,neutral
3380,neutral
3381,positive
3382,neutral
3383,neutral
3384,neutral
3385,neutral
3386,neutral
3387,positive
3388,neutral
3389,neutral
3390,neutral
3391,negative
3392,neutral
3393,negative
3394,negative
3395,negative
3396,positive
3397,positive
3398,positive
3399,neutral
3400,neutral
3401,negative
3402,neutral
3403,positive
3404,negative
3405,positive
3406,positive
3407,positive
3408,neutral
3409,negative
3410,positive
3411,neutral
3412,negative
3413,neutral
3414,neutral
3415,neutral
3416,neutral
3417,negative
3418,neutral
3419,neutral
3420,negative
3421,neutral
3422,neutral
3423,neutral
3424,positive
3425,neutral
3426,neutral
3427,positive
3428,negative
3429,negative
3430,neutral
3431,neutral
3432,neutral
3433,neutral
3434,positive
3435,positive
3436,neutral
3437,neutral
3438,neutral
3439,neutral
3440,neutral
3441,neutral
3442,negative
3443,neutral
3444,neutral
3445,neutral
3446,neutral
3447,neutral
3448,positive
3449,neutral
3450,positive
3451,neutral
3452,neutral
3453,neutral
3454,neutral
3455,neutral
3456,negative
3457,neutral
3458,neutral
3459,neutral
3460,neutral
3461,positive
3462,positive
3463,neutral
3464,negative
3465,neutral
3466,positive
3467,neutral
3468,neutral
3469,positive
3470,negative
3471,negative
3472,positive
3473,neutral
3474,neutral
3475,negative
3476,neutral
3477,neutral
3478,negative
3479,neutral
3480,neutral
3481,neutral
3482,negative
3483,neutral
3484,neutral
3485,negative
3486,neutral
3487,negative
3488,negative
3489,neutral
3490,neutral
3491,neutral
3492,neutral
3493,neutral
3494,neutral
3495,neutral
3496,neutral
3497,negative
3498,neutral
3499,negative
3500,positive
3501,positive
3502,neutral
3503,positive
3504,neutral
3505,neutral
3506,neutral
3507,positive
3508,positive
3509,neutral
3510,positive
3511,neutral
3512,neutral
3513,neutral
3514,positive
3515,neutral
3516,neutral
3517,neutral
3518,negative
3519,neutral
3520,neutral
3521,neutral
3522,neutral
3523,neutral
3524,negative
3525,positive
3526,neutral
3527,neutral
3528,neutral
3529,neutral
3530,negative
3531,negative
3532,neutral
3533,neutral
3534,positive
3535,neutral
3536,negative
3537,neutral
3538,negative
3539,neutral
3540,neutral
3541,negative
3542,positive
3543,neutral
3544,neutral
3545,neutral
3546,positive
3547,negative
3548,neutral
3549,neutral
3550,neutral
3551,neutral
3552,neutral
3553,neutral
3554,positive
3555,neutral
3556,positive
3557,negative
3558,negative
3559,negative
3560,neutral
3561,positive
3562,positive
3563,neutral
3564,neutral
3565,negative
3566,positive
3567,neutral
3568,neutral
3569,neutral
3570,neutral
3571,positive
3572,negative
3573,neutral
3574,neutral
3575,neutral
3576,neutral
3577,negative
3578,neutral
3579,neutral
3580,positive
3581,negative
3582,neutral
3583,negative
3584,neutral
3585,neutral
3586,negative
3587,neutral
3588,neutral
3589,neutral
3590,negative
3591,neutral
3592,neutral
3593,neutral
3594,neutral
3595,positive
3596,neutral
3597,neutral
3598,negative
3599,negative
3600,negative
3601,negative
3602,neutral
3603,neutral
3604,neutral
3605,positive
3606,neutral
3607,negative
3608,neutral
3609,positive
3610,neutral
3611,neutral
3612,neutral
3613,positive
3614,positive
3615,neutral
3616,neutral
3617,neutral
3618,neutral
3619,neutral
3620,neutral
3621,neutral
3622,positive
3623,positive
3624,positive
3625,neutral
3626,neutral
3627,negative
3628,neutral
3629,neutral
3630,positive
3631,neutral
3632,neutral
3633,neutral
3634,positive
3635,negative
3636,neutral
3637,positive
3638,positive
3639,neutral
3640,neutral
3641,neutral
3642,neutral
3643,neutral
3644,negative
3645,neutral
3646,neutral
3647,neutral
3648,negative
3649,negative
3650,positive
3651,negative
3652,neutral
3653,neutral
3654,neutral
3655,neutral
3656,neutral
3657,neutral
3658,negative
3659,neutral
3660,neutral
3661,neutral
3662,negative
3663,neutral
3664,neutral
3665,positive
3666,neutral
3667,positive
3668,positive
3669,positive
3670,neutral
3671,neutral
3672,neutral
3673,neutral
3674,neutral
3675,neutral
3676,neutral
3677,neutral
3678,positive
3679,negative
3680,negative
3681,neutral
3682,negative
3683,neutral
3684,neutral
3685,neutral
3686,negative
3687,neutral
3688,neutral
3689,positive
3690,positive
3691,negative
3692,neutral
3693,negative
3694,neutral
3695,neutral
3696,neutral
3697,neutral
3698,neutral
3699,positive
3700,neutral
3701,neutral
3702,negative
3703,negative
3704,neutral
3705,negative
3706,neutral
3707,neutral
3708,positive
3709,neutral
3710,positive
3711,positive
3712,positive
3713,positive
3714,neutral
3715,neutral
3716,negative
3717,neutral
3718,positive
3719,positive
3720,negative
3721,neutral
3722,neutral
3723,neutral
3724,neutral
3725,positive
3726,neutral
3727,negative
3728,neutral
3729,negative
3730,neutral
3731,negative
3732,neutral
3733,neutral
3734,negative
3735,neutral
3736,neutral
3737,positive
3738,neutral
3739,neutral
3740,neutral
3741,neutral
3742,negative
3743,neutral
3744,negative
3745,positive
3746,neutral
3747,neutral
3748,neutral
3749,negative
3750,neutral
3751,neutral
3752,neutral
3753,negative
3754,neutral
3755,neutral
3756,neutral
3757,neutral
3758,negative
3759,positive
3760,neutral
3761,negative
3762,neutral
3763,neutral
3764,negative
3765,neutral
3766,neutral
3767,positive
3768,neutral
3769,negative
3770,neutral
3771,neutral
3772,negative
3773,neutral
3774,neutral
3775,positive
3776,neutral
3777,neutral
3778,neutral
3779,neutral
3780,neutral
3781,neutral
3782,negative
3783,neutral
3784,neutral
3785,neutral
3786,neutral
3787,positive
3788,neutral
3789,neutral
3790,neutral
3791,positive
3792,neutral
3793,positive
3794,neutral
3795,neutral
3796,negative
3797,neutral
3798,neutral
3799,neutral
3800,neutral
3801,positive
3802,neutral
3803,negative
3804,neutral
3805,neutral
3806,negative
3807,positive
3808,neutral
3809,positive
3810,neutral
3811,neutral
3812,neutral
3813,neutral
3814,negative
3815,neutral
3816,negative
3817,neutral
3818,neutral
3819,negative
3820,neutral
3821,neutral
3822,negative
3823,neutral
3824,neutral
3825,negative
3826,negative
3827,negative
3828,positive
3829,neutral
3830,positive
3831,neutral
3832,negative
3833,negative
3834,neutral
3835,neutral
3836,neutral
3837,neutral
3838,neutral
3839,positive
3840,negative
3841,neutral
3842,neutral
3843,neutral
3844,positive
3845,positive
3846,positive
3847,neutral
3848,negative
3849,neutral
3850,negative
3851,negative
3852,negative
3853,neutral
3854,neutral
3855,neutral
3856,neutral
3857,positive
3858,negative
3859,neutral
3860,positive
3861,negative
3862,neutral
3863,negative
3864,negative
3865,neutral
3866,neutral
3867,neutral
3868,neutral
3869,neutral
3870,neutral
3871,neutral
3872,positive
3873,neutral
3874,negative
3875,negative
3876,negative
3877,negative
3878,neutral
3879,negative
3880,neutral
3881,negative
3882,negative
3883,neutral
3884,positive
3885,positive
3886,positive
3887,neutral
3888,negative
3889,neutral
3890,neutral
3891,negative
3892,neutral
3893,neutral
3894,negative
3895,positive
3896,neutral
3897,neutral
3898,neutral
3899,neutral
3900,neutral
3901,neutral
3902,positive
3903,neutral
3904,neutral
3905,positive
3906,negative
3907,neutral
3908,neutral
3909,negative
3910,positive
3911,positive
3912,positive
3913,positive
3914,neutral
3915,positive
3916,neutral
3917,negative
3918,neutral
3919,positive
3920,neutral
3921,neutral
3922,neutral
3923,neutral
3924,neutral
3925,negative
3926,positive
3927,neutral
3928,neutral
3929,neutral
3930,neutral
3931,neutral
3932,negative
3933,neutral
3934,neutral
3935,neutral
3936,neutral
3937,neutral
3938,neutral
3939,neutral
3940,neutral
3941,negative
3942,neutral
3943,negative
3944,negative
3945,neutral
3946,positive
3947,neutral
3948,negative
3949,neutral
3950,neutral
3951,neutral
3952,neutral
3953,neutral
3954,neutral
3955,positive
3956,neutral
3957,neutral
3958,negative
3959,positive
3960,positive
3961,neutral
3962,positive
3963,positive
3964,negative
3965,negative
3966,neutral
3967,neutral
3968,positive
3969,neutral
3970,neutral
3971,neutral
3972,neutral
3973,neutral
3974,neutral
3975,neutral
3976,neutral
3977,positive
3978,neutral
3979,neutral
3980,neutral
3981,positive
3982,neutral
3983,neutral
3984,positive
3985,negative
3986,neutral
3987,negative
3988,negative
3989,neutral
3990,positive
3991,neutral
3992,positive
3993,neutral
3994,negative
3995,positive
3996,negative
3997,positive
3998,negative
3999,negative
4000,neutral
4001,neutral
4002,positive
4003,positive
4004,neutral
4005,neutral
4006,positive
4007,neutral
4008,neutral
4009,neutral
4010,neutral
4011,neutral
4012,positive
4013,neutral
4014,negative
4015,negative
4016,neutral
4017,neutral
4018,neutral
4019,neutral
4020,neutral
4021,neutral
4022,neutral
4023,positive
4024,negative
4025,neutral
4026,neutral
4027,neutral
4028,negative
4029,neutral
4030,neutral
4031,negative
4032,negative
4033,neutral
4034,positive
4035,neutral
4036,positive
4037,neutral
4038,neutral
4039,negative
4040,neutral
4041,neutral
4042,negative
4043,neutral
4044,neutral
4045,neutral
4046,negative
4047,neutral
4048,neutral
4049,negative
4050,neutral
4051,positive
4052,neutral
4053,neutral
4054,negative
4055,negative
4056,neutral
4057,neutral
4058,negative
4059,neutral
4060,neutral
4061,negative
4062,neutral
4063,neutral
4064,neutral
4065,negative
4066,neutral
4067,positive
4068,neutral
4069,neutral
4070,neutral
4071,neutral
4072,neutral
4073,neutral
4074,neutral
4075,neutral
4076,neutral
4077,neutral
4078,positive
4079,negative
4080,positive
4081,neutral
4082,neutral
4083,neutral
4084,neutral
4085,neutral
4086,neutral
4087,neutral
4088,neutral
4089,neutral
4090,neutral
4091,neutral
4092,positive
4093,neutral
4094,neutral
4095,neutral
4096,neutral
4097,positive
4098,neutral
4099,positive
4100,neutral
4101,positive
4102,neutral
4103,negative
4104,positive
4105,neutral
4106,negative
4107,negative
4108,neutral
4109,neutral
4110,neutral
4111,neutral
4112,neutral
4113,positive
4114,neutral
4115,negative
4116,neutral
4117,neutral
4118,neutral
4119,positive
4120,positive
4121,positive
4122,neutral
4123,positive
4124,neutral
4125,neutral
4126,negative
4127,positive
4128,neutral
4129,negative
4130,neutral
4131,neutral
4132,neutral
4133,positive
4134,neutral
4135,positive
4136,neutral
4137,positive
4138,neutral
4139,negative
4140,positive
4141,neutral
4142,neutral
4143,neutral
4144,negative
4145,neutral
4146,neutral
4147,positive
4148,neutral
4149,neutral
4150,positive
4151,neutral
4152,neutral
4153,neutral
4154,neutral
4155,neutral
4156,neutral
4157,positive
4158,positive
4159,neutral
4160,negative
4161,neutral
4162,neutral
4163,positive
4164,neutral
4165,neutral
4166,neutral
4167,neutral
4168,positive
4169,positive
4170,neutral
4171,positive
4172,positive
4173,neutral
4174,neutral
4175,neutral
4176,neutral
4177,negative
4178,negative
4179,negative
4180,positive
4181,positive
4182,negative
4183,neutral
4184,neutral
4185,positive
4186,positive
4187,positive
4188,neutral
4189,neutral
4190,negative
4191,negative
4192,negative
4193,neutral
4194,neutral
4195,negative
4196,neutral
4197,neutral
4198,neutral
4199,neutral
4200,neutral
4201,positive
4202,neutral
4203,neutral
4204,positive
4205,neutral
4206,neutral
4207,positive
4208,neutral
4209,negative
4210,neutral
4211,negative
4212,neutral
4213,negative
4214,neutral
4215,negative
4216,neutral
4217,neutral
4218,neutral
4219,positive
4220,neutral
4221,neutral
4222,neutral
4223,negative
4224,neutral
4225,neutral
4226,neutral
4227,positive
4228,neutral
4229,neutral
4230,neutral
4231,neutral
4232,positive
4233,positive
4234,neutral
4235,neutral
4236,neutral
4237,negative
4238,neutral
4239,neutral
4240,neutral
4241,positive
4242,positive
4243,neutral
4244,negative
4245,neutral
4246,neutral
4247,neutral
4248,neutral
4249,neutral
4250,positive
4251,neutral
4252,neutral
4253,positive
4254,negative
4255,positive
4256,neutral
4257,negative
4258,negative
4259,neutral
4260,positive
4261,neutral
4262,positive
4263,positive
4264,negative
4265,neutral
4266,negative
4267,neutral
4268,positive
4269,negative
4270,neutral
4271,neutral
4272,neutral
4273,neutral
4274,neutral
4275,positive
4276,neutral
4277,neutral
4278,neutral
4279,neutral
4280,neutral
4281,neutral
4282,neutral
4283,positive
4284,neutral
4285,negative
4286,negative
4287,negative
4288,neutral
4289,positive
4290,neutral
4291,neutral
4292,positive
4293,neutral
4294,neutral
4295,negative
4296,negative
4297,neutral
4298,neutral
4299,neutral
4300,neutral
4301,positive
4302,neutral
4303,negative
4304,neutral
4305,neutral
4306,negative
4307,neutral
4308,negative
4309,positive
4310,neutral
4311,negative
4312,neutral
4313,negative
4314,positive
4315,negative
4316,neutral
4317,neutral
4318,negative
4319,positive
4320,neutral
4321,neutral
4322,negative
4323,neutral
4324,neutral
4325,positive
4326,neutral
4327,positive
4328,positive
4329,negative
4330,negative
4331,neutral
4332,neutral
4333,positive
4334,neutral
4335,neutral
4336,neutral
4337,neutral
4338,negative
4339,positive
4340,positive
4341,neutral
4342,positive
4343,positive
4344,neutral
4345,positive
4346,negative
4347,neutral
4348,neutral
4349,negative
4350,negative
4351,neutral
4352,neutral
4353,neutral
4354,neutral
4355,neutral
4356,neutral
4357,positive
4358,positive
4359,neutral
4360,neutral
4361,neutral
4362,positive
4363,neutral
4364,neutral
4365,neutral
4366,neutral
4367,neutral
4368,positive
4369,positive
4370,neutral
4371,neutral
4372,neutral
4373,negative
4374,neutral
4375,negative
4376,positive
4377,neutral
4378,neutral
4379,positive
4380,neutral
4381,negative
4382,positive
4383,negative
4384,neutral
4385,positive
4386,negative
4387,negative
4388,neutral
4389,neutral
4390,negative
